8.945299e+000,0.000000e+000,8.945299e+000
2.374617e+001,-1.568081e+001,2.845643e+001
-7.058926e+000,8.457393e+000,1.101617e+001
-2.606581e+000,4.053278e+000,4.819058e+000
-1.581625e+000,2.754482e+000,3.176272e+000
-1.166403e+000,2.101064e+000,2.403116e+000
-9.543334e-001,1.698557e+000,1.948293e+000
-8.307499e-001,1.422055e+000,1.646932e+000
-7.522212e-001,1.218531e+000,1.432011e+000
-6.991523e-001,1.061326e+000,1.270916e+000
-6.615940e-001,9.354625e-001,1.145773e+000
-6.340409e-001,8.318323e-001,1.045922e+000
-6.132397e-001,7.445590e-001,9.645885e-001
-5.971653e-001,6.696709e-001,8.972544e-001
-5.845023e-001,6.043811e-001,8.407850e-001
-5.743663e-001,5.466726e-001,7.929360e-001
-5.661442e-001,4.950472e-001,7.520578e-001
-5.594007e-001,4.483665e-001,7.169112e-001
-5.538195e-001,4.057483e-001,6.865477e-001
-5.491670e-001,3.664967e-001,6.602304e-001
-5.452673e-001,3.300539e-001,6.373791e-001
-5.419865e-001,2.959663e-001,6.175317e-001
-5.392213e-001,2.638593e-001,6.003177e-001
-5.368914e-001,2.334198e-001,5.854376e-001
-5.349338e-001,2.043824e-001,5.726485e-001
-5.332988e-001,1.765191e-001,5.617531e-001
-5.319474e-001,1.496310e-001,5.525916e-001
-5.308489e-001,1.235427e-001,5.450352e-001
-5.299794e-001,9.809660e-002,5.389816e-001
-5.293207e-001,7.314902e-002,5.343512e-001
-5.288593e-001,4.856676e-002,5.310846e-001
-5.285860e-001,2.422408e-002,5.291408e-001
-5.284955e-001,0.000000e+000,5.284955e-001
-5.285860e-001,-2.422408e-002,5.291408e-001
-5.288593e-001,-4.856676e-002,5.310846e-001
-5.293207e-001,-7.314902e-002,5.343512e-001
-5.299794e-001,-9.809660e-002,5.389816e-001
-5.308489e-001,-1.235427e-001,5.450352e-001
-5.319474e-001,-1.496310e-001,5.525916e-001
-5.332988e-001,-1.765191e-001,5.617531e-001
-5.349338e-001,-2.043824e-001,5.726485e-001
-5.368914e-001,-2.334198e-001,5.854376e-001
-5.392213e-001,-2.638593e-001,6.003177e-001
-5.419865e-001,-2.959663e-001,6.175317e-001
-5.452673e-001,-3.300539e-001,6.373791e-001
-5.491670e-001,-3.664967e-001,6.602304e-001
-5.538195e-001,-4.057483e-001,6.865477e-001
-5.594007e-001,-4.483665e-001,7.169112e-001
-5.661442e-001,-4.950472e-001,7.520578e-001
-5.743663e-001,-5.466726e-001,7.929360e-001
-5.845023e-001,-6.043811e-001,8.407850e-001
-5.971653e-001,-6.696709e-001,8.972544e-001
-6.132397e-001,-7.445590e-001,9.645885e-001
-6.340409e-001,-8.318323e-001,1.045922e+000
-6.615940e-001,-9.354625e-001,1.145773e+000
-6.991523e-001,-1.061326e+000,1.270916e+000
-7.522212e-001,-1.218531e+000,1.432011e+000
-8.307499e-001,-1.422055e+000,1.646932e+000
-9.543334e-001,-1.698557e+000,1.948293e+000
-1.166403e+000,-2.101064e+000,2.403116e+000
-1.581625e+000,-2.754482e+000,3.176272e+000
-2.606581e+000,-4.053278e+000,4.819058e+000
-7.058926e+000,-8.457393e+000,1.101617e+001
2.374617e+001,1.568081e+001,2.845643e+001
